order_id,customer_id,product_id,order_date,quantity
ORD01758,CUST1592,PROD089,2024-02-04,4
ORD01759,CUST0933,PROD065,2025-03-01,9
ORD01760,CUST0198,PROD089,2025-01-04,7
ORD01761,CUST0613,PROD029,2025-04-04,5
ORD01762,CUST0456,PROD011,2024-10-20,3
ORD01763,CUST0498,PROD071,2025-04-09,5
ORD01764,CUST0826,PROD094,2024-02-03,4
ORD01765,CUST1283,PROD034,2025-09-21,1
ORD01766,CUST0924,PROD085,2023-01-02,8
ORD01767,CUST0205,PROD119,2025-05-31,1
ORD01768,CUST0554,PROD124,2025-08-22,5
ORD01769,CUST1405,PROD123,2025-10-09,10
ORD01770,CUST0974,PROD020,2025-06-24,4
ORD01771,CUST0736,PROD076,2024-02-14,3
ORD01772,CUST0998,PROD011,2023-07-25,6
ORD01773,CUST0928,PROD085,2024-12-03,10
ORD01774,CUST0077,PROD042,2025-02-23,1
ORD01775,CUST0975,PROD029,2025-02-10,3
ORD01776,CUST0675,PROD049,2024-01-13,5
ORD01777,CUST0088,PROD003,2024-10-31,10
ORD01778,CUST1457,PROD086,2024-03-20,9
ORD01779,CUST0978,PROD027,2023-05-01,6
ORD01780,CUST0071,PROD069,2025-06-01,10
ORD01781,CUST0142,PROD105,2025-08-21,4
ORD01782,CUST1193,PROD058,2025-08-07,1
ORD01783,CUST1553,PROD026,2025-05-08,10
ORD01784,CUST0471,PROD036,2024-07-27,9
ORD01785,CUST1577,PROD090,2025-02-09,7
ORD01786,CUST0970,PROD112,2025-05-28,10
ORD01787,CUST0583,PROD003,2023-01-04,2
ORD01788,CUST1505,PROD016,2023-05-23,1
ORD01789,CUST1350,PROD119,2024-11-25,2
ORD01790,CUST0032,PROD021,2024-02-28,4
ORD01791,CUST0448,PROD062,2023-07-11,8
ORD01792,CUST0942,PROD113,2023-09-09,6
ORD01793,CUST1013,PROD103,2025-02-19,5
ORD01794,CUST0190,PROD035,2025-05-08,6
ORD01795,CUST0046,PROD048,2025-02-22,10
ORD01796,CUST0692,PROD107,2025-07-14,1
ORD01797,CUST0570,PROD056,2025-08-09,1
ORD01798,CUST0181,PROD113,2024-10-11,1
ORD01799,CUST1369,PROD088,2024-11-02,2
ORD01800,CUST0333,PROD049,2023-12-21,1
ORD01801,CUST1310,PROD016,2024-02-09,4
ORD01802,CUST0806,PROD007,2023-06-14,4
ORD01803,CUST0743,PROD079,2025-08-21,5
ORD01804,CUST1111,PROD055,2025-01-20,4
ORD01805,CUST0669,PROD014,2024-09-01,6
ORD01806,CUST0481,PROD083,2025-07-22,6
ORD01807,CUST1513,PROD008,2025-04-19,8
ORD01808,CUST0079,PROD074,2024-11-04,2
ORD01809,CUST1587,PROD057,2023-06-05,10
ORD01810,CUST1080,PROD084,2025-09-29,7
ORD01811,CUST0473,PROD069,2025-05-26,1
ORD01812,CUST0956,PROD111,2023-05-02,9
ORD01813,CUST1201,PROD099,2025-04-07,4
ORD01814,CUST0305,PROD113,2025-09-18,8
ORD01815,CUST1477,PROD112,2025-05-09,10
ORD01816,CUST1478,PROD010,2023-06-15,10
ORD01817,CUST1410,PROD061,2025-05-04,4
ORD01818,CUST1400,PROD069,2024-12-07,8
ORD01819,CUST0084,PROD067,2024-03-19,1
ORD01820,CUST0268,PROD036,2025-02-28,2
ORD01821,CUST1122,PROD037,2024-02-02,4
ORD01822,CUST1250,PROD074,2024-03-27,3
ORD01823,CUST0491,PROD003,2023-03-20,7
ORD01824,CUST1188,PROD081,2023-08-03,6
ORD01825,CUST1017,PROD074,2025-09-28,10
ORD01826,CUST0629,PROD051,2025-05-04,7
ORD01827,CUST0584,PROD121,2024-04-25,8
ORD01828,CUST0617,PROD017,2025-04-10,10
ORD01829,CUST0418,PROD030,2025-03-05,5
ORD01830,CUST0229,PROD076,2025-08-19,1
ORD01831,CUST1275,PROD008,2025-10-09,6
ORD01832,CUST0699,PROD026,2023-06-22,2
ORD01833,CUST1379,PROD096,2024-09-04,5
ORD01834,CUST1233,PROD014,2025-06-13,6
ORD01835,CUST0009,PROD080,2025-04-30,9
ORD01836,CUST1375,PROD003,2025-01-05,9
ORD01837,CUST0704,PROD094,2023-07-23,6
ORD01838,CUST1042,PROD010,2025-10-12,2
ORD01839,CUST0459,PROD112,2023-04-05,5
ORD01840,CUST0318,PROD068,2024-09-27,8
ORD01841,CUST0460,PROD048,2024-06-24,4
ORD01842,CUST0569,PROD123,2025-06-01,5
ORD01843,CUST0010,PROD016,2023-11-19,4
ORD01844,CUST1483,PROD041,2025-09-17,6
ORD01845,CUST0555,PROD020,2024-01-23,1
ORD01846,CUST0333,PROD102,2025-06-21,2
ORD01847,CUST0740,PROD008,2024-05-11,2
ORD01848,CUST1104,PROD095,2025-07-13,7
ORD01849,CUST0144,PROD115,2024-01-29,10
ORD01850,CUST0263,PROD089,2024-04-09,10
ORD01851,CUST0903,PROD100,2025-08-05,7
ORD01852,CUST0773,PROD085,2025-06-30,9
ORD01853,CUST0095,PROD104,2023-08-10,7
ORD01854,CUST0194,PROD009,2024-10-23,6
ORD01855,CUST1527,PROD079,2024-02-07,1
ORD01856,CUST0868,PROD033,2025-09-15,2
ORD01857,CUST0550,PROD045,2025-10-04,7
ORD01858,CUST1502,PROD083,2025-09-29,3
ORD01859,CUST0643,PROD003,2025-05-02,2
ORD01860,CUST1503,PROD085,2024-05-15,4
ORD01861,CUST0297,PROD033,2025-07-03,9
ORD01862,CUST0488,PROD094,2025-04-19,8
ORD01863,CUST1103,PROD006,2025-10-22,9
ORD01864,CUST0940,PROD053,2025-09-16,10
ORD01865,CUST0336,PROD034,2023-05-08,4
ORD01866,CUST0126,PROD123,2024-06-10,10
ORD01867,CUST1479,PROD110,2023-08-14,7
ORD01868,CUST1450,PROD046,2025-05-24,7
ORD01869,CUST1367,PROD016,2025-08-15,10
ORD01870,CUST0738,PROD069,2025-03-26,7
ORD01871,CUST1030,PROD046,2025-03-02,2
ORD01872,CUST0081,PROD009,2024-07-24,3
ORD01873,CUST0398,PROD078,2025-03-29,7
ORD01874,CUST0646,PROD017,2024-06-18,8
ORD01875,CUST0260,PROD066,2023-02-21,5
ORD01876,CUST0883,PROD014,2023-08-13,8
ORD01877,CUST0038,PROD013,2025-07-10,9
ORD01878,CUST1537,PROD059,2024-07-27,1
ORD01879,CUST0184,PROD024,2023-03-08,8
ORD01880,CUST0230,PROD091,2024-03-13,4
ORD01881,CUST0515,PROD008,2025-09-17,8
ORD01882,CUST0659,PROD066,2024-10-03,9
ORD01883,CUST1367,PROD099,2025-02-09,4
ORD01884,CUST0814,PROD091,2023-02-01,5
ORD01885,CUST0192,PROD084,2025-06-20,10
ORD01886,CUST1099,PROD079,2024-10-19,5
ORD01887,CUST1303,PROD093,2023-03-16,8
ORD01888,CUST0608,PROD015,2025-05-10,10
ORD01889,CUST0840,PROD114,2025-02-14,10
ORD01890,CUST0860,PROD014,2025-08-06,9
ORD01891,CUST1153,PROD125,2023-10-20,10
ORD01892,CUST0513,PROD113,2023-11-04,7
ORD01893,CUST1497,PROD091,2025-07-18,5
ORD01894,CUST1502,PROD046,2023-09-29,7
ORD01895,CUST1035,PROD048,2024-03-18,2
ORD01896,CUST0763,PROD008,2024-09-30,8
ORD01897,CUST0073,PROD062,2025-04-03,1
ORD01898,CUST0789,PROD029,2024-06-25,4
ORD01899,CUST0530,PROD069,2025-06-23,5
ORD01900,CUST1236,PROD009,2024-05-07,5
ORD01901,CUST1133,PROD087,2024-11-11,8
ORD01902,CUST0815,PROD071,2025-02-26,5
ORD01903,CUST1426,PROD081,2025-10-14,6
ORD01904,CUST1278,PROD083,2025-05-10,4
ORD01905,CUST0674,PROD115,2024-05-19,9
ORD01906,CUST0654,PROD049,2025-06-12,10
ORD01907,CUST1102,PROD026,2025-03-17,5
ORD01908,CUST1220,PROD072,2025-03-17,1
ORD01909,CUST0031,PROD126,2025-03-11,1
ORD01910,CUST0842,PROD090,2023-10-22,10
ORD01911,CUST1525,PROD028,2024-11-09,5
ORD01912,CUST1153,PROD094,2024-04-13,5
ORD01913,CUST0949,PROD045,2025-06-22,8
ORD01914,CUST1016,PROD085,2025-03-22,3
ORD01915,CUST0629,PROD083,2024-03-28,1
ORD01916,CUST1444,PROD106,2024-05-31,10
ORD01917,CUST1364,PROD115,2025-03-03,10
ORD01918,CUST0650,PROD105,2025-04-03,8
ORD01919,CUST1590,PROD060,2024-09-07,4
ORD01920,CUST0960,PROD018,2025-02-22,2
ORD01921,CUST0742,PROD123,2025-09-16,8
ORD01922,CUST1001,PROD098,2025-07-19,7
ORD01923,CUST0535,PROD110,2025-05-19,5
ORD01924,CUST0442,PROD100,2024-12-05,9
ORD01925,CUST0148,PROD103,2023-04-01,4
ORD01926,CUST0171,PROD077,2025-08-28,4
ORD01927,CUST1299,PROD112,2024-12-31,7
ORD01928,CUST1250,PROD039,2023-05-06,2
ORD01929,CUST0792,PROD084,2025-08-22,7
ORD01930,CUST0560,PROD055,2023-04-20,7
ORD01931,CUST0403,PROD089,2025-08-28,10
ORD01932,CUST0448,PROD109,2025-03-26,4
ORD01933,CUST0222,PROD084,2023-10-06,2
ORD01934,CUST1518,PROD036,2023-08-02,5
ORD01935,CUST0422,PROD026,2024-06-09,3
ORD01936,CUST1386,PROD049,2025-03-26,1
ORD01937,CUST0139,PROD072,2025-01-14,3
ORD01938,CUST0841,PROD057,2025-10-26,3
ORD01939,CUST1096,PROD114,2025-04-23,6
ORD01940,CUST0112,PROD073,2025-05-24,8
ORD01941,CUST0307,PROD075,2023-08-23,7
ORD01942,CUST0726,PROD105,2025-03-21,10
ORD01943,CUST0409,PROD009,2024-07-13,7
ORD01944,CUST0412,PROD069,2025-05-26,1
ORD01945,CUST1010,PROD065,2025-04-30,9
ORD01946,CUST0346,PROD032,2024-09-15,10
ORD01947,CUST1525,PROD107,2023-05-28,10
ORD01948,CUST0373,PROD048,2025-03-24,5
ORD01949,CUST1305,PROD001,2023-06-05,3
ORD01950,CUST0406,PROD122,2025-01-12,10
ORD01951,CUST0526,PROD012,2024-06-06,10
ORD01952,CUST0814,PROD023,2025-09-06,5
ORD01953,CUST1131,PROD041,2025-09-12,5
ORD01954,CUST0850,PROD095,2025-04-02,2
ORD01955,CUST1133,PROD050,2025-08-03,2
ORD01956,CUST1094,PROD051,2025-09-09,9
ORD01957,CUST1328,PROD052,2025-05-10,2
ORD01958,CUST1476,PROD103,2024-05-15,9
ORD01959,CUST0209,PROD023,2025-05-27,3
ORD01960,CUST1134,PROD103,2024-12-27,1
ORD01961,CUST1545,PROD061,2024-09-19,5
ORD01962,CUST1329,PROD016,2025-06-03,9
ORD01963,CUST0776,PROD022,2024-08-16,2
ORD01964,CUST0736,PROD043,2023-05-21,1
ORD01965,CUST0041,PROD017,2025-02-01,4
ORD01966,CUST0143,PROD036,2025-07-06,8
ORD01967,CUST1477,PROD007,2024-12-01,10
ORD01968,CUST0807,PROD099,2023-10-15,5
ORD01969,CUST0993,PROD064,2025-01-29,7
ORD01970,CUST0919,PROD084,2023-05-30,9
ORD01971,CUST0522,PROD085,2025-02-23,7
ORD01972,CUST1444,PROD077,2025-02-19,3
ORD01973,CUST1204,PROD073,2025-07-23,7
ORD01974,CUST0187,PROD051,2025-07-01,2
ORD01975,CUST0807,PROD068,2024-03-12,4
ORD01976,CUST0686,PROD115,2024-04-26,4
ORD01977,CUST0310,PROD113,2025-05-12,10
ORD01978,CUST1225,PROD039,2025-10-21,5
ORD01979,CUST0306,PROD022,2024-03-08,7
ORD01980,CUST0034,PROD030,2023-08-12,7
ORD01981,CUST1308,PROD023,2024-01-04,10
ORD01982,CUST0488,PROD066,2025-10-28,2
ORD01983,CUST1179,PROD032,2024-03-11,3
ORD01984,CUST0848,PROD028,2025-05-15,8
ORD01985,CUST1349,PROD021,2025-10-16,3
ORD01986,CUST1154,PROD023,2024-06-13,8
ORD01987,CUST0671,PROD021,2024-08-10,8
ORD01988,CUST1088,PROD118,2023-11-17,8
ORD01989,CUST0735,PROD121,2024-07-21,5
ORD01990,CUST0866,PROD083,2024-11-04,5
ORD01991,CUST0521,PROD077,2024-10-27,2
ORD01992,CUST1155,PROD070,2024-01-14,4
ORD01993,CUST0438,PROD023,2025-10-20,4
ORD01994,CUST1450,PROD038,2023-07-24,10
ORD01995,CUST0152,PROD023,2024-05-02,1
ORD01996,CUST0594,PROD048,2024-09-22,2
ORD01997,CUST0445,PROD021,2023-10-26,2
ORD01998,CUST0577,PROD065,2025-06-11,3
ORD01999,CUST1400,PROD025,2024-09-24,7
ORD02000,CUST1398,PROD117,2025-10-21,10
ORD02001,CUST0565,PROD111,2024-05-03,7
ORD02002,CUST1180,PROD057,2024-09-24,4
ORD02003,CUST1254,PROD055,2023-06-21,4
ORD02004,CUST0505,PROD010,2025-02-02,8
ORD02005,CUST1150,PROD109,2025-08-12,2
ORD02006,CUST1172,PROD053,2024-11-25,9
ORD02007,CUST1136,PROD124,2023-10-16,1
ORD02008,CUST0963,PROD029,2025-05-16,2
ORD02009,CUST0293,PROD122,2025-03-25,6
ORD02010,CUST0120,PROD065,2024-07-26,7
ORD02011,CUST1153,PROD085,2025-10-19,5
ORD02012,CUST0824,PROD122,2024-05-05,8
ORD02013,CUST1567,PROD036,2023-05-21,10
ORD02014,CUST1513,PROD097,2024-12-04,9
ORD02015,CUST1130,PROD053,2024-01-18,9
ORD02016,CUST0514,PROD013,2025-04-16,1
ORD02017,CUST0178,PROD114,2024-09-21,7
ORD02018,CUST0270,PROD041,2023-01-14,7
ORD02019,CUST1287,PROD112,2025-05-25,8
ORD02020,CUST0650,PROD073,2025-09-06,10
ORD02021,CUST1308,PROD099,2024-12-23,3
ORD02022,CUST1493,PROD070,2024-06-03,1
ORD02023,CUST0179,PROD112,2024-08-19,9
ORD02024,CUST1196,PROD086,2025-03-28,3
ORD02025,CUST0643,PROD058,2025-06-24,6
ORD02026,CUST1454,PROD096,2023-12-26,8
ORD02027,CUST0104,PROD045,2025-03-07,3
ORD02028,CUST0612,PROD125,2025-06-10,1
ORD02029,CUST1192,PROD017,2025-08-11,3
ORD02030,CUST0567,PROD120,2025-01-20,8
ORD02031,CUST1558,PROD099,2023-12-30,10
ORD02032,CUST1087,PROD053,2025-01-16,10
ORD02033,CUST0054,PROD020,2024-12-03,9
ORD02034,CUST0441,PROD022,2024-07-04,1
ORD02035,CUST1192,PROD111,2024-07-12,10
ORD02036,CUST1518,PROD067,2025-01-20,3
ORD02037,CUST0885,PROD086,2025-10-10,8
ORD02038,CUST0038,PROD033,2023-11-29,8
ORD02039,CUST1209,PROD033,2024-05-03,7
ORD02040,CUST1239,PROD102,2025-08-29,3
ORD02041,CUST1223,PROD113,2025-09-06,8
ORD02042,CUST1463,PROD052,2024-03-19,8
ORD02043,CUST0865,PROD110,2025-04-09,6
ORD02044,CUST0941,PROD125,2024-03-22,5
ORD02045,CUST1549,PROD093,2025-05-18,1
ORD02046,CUST1198,PROD074,2025-02-08,8
ORD02047,CUST1263,PROD100,2023-01-16,3
ORD02048,CUST1069,PROD120,2024-05-04,6
ORD02049,CUST1449,PROD125,2025-06-23,2
ORD02050,CUST1377,PROD083,2024-08-31,7
ORD02051,CUST0655,PROD123,2025-03-24,4
ORD02052,CUST1136,PROD008,2025-06-11,4
ORD02053,CUST1549,PROD016,2025-01-06,6
ORD02054,CUST0475,PROD063,2025-01-17,5
ORD02055,CUST0568,PROD025,2025-02-06,8
ORD02056,CUST0372,PROD040,2025-07-28,9
ORD02057,CUST1366,PROD107,2024-06-12,8
ORD02058,CUST1168,PROD018,2025-02-21,2
ORD02059,CUST1085,PROD010,2024-03-02,9
ORD02060,CUST1352,PROD040,2025-02-22,5
ORD02061,CUST0804,PROD040,2025-06-11,3
ORD02062,CUST0231,PROD058,2025-04-03,7
ORD02063,CUST0588,PROD046,2025-05-16,4
ORD02064,CUST0455,PROD082,2023-08-19,2
ORD02065,CUST1130,PROD004,2024-02-15,2
ORD02066,CUST1181,PROD089,2023-06-25,1
ORD02067,CUST1154,PROD101,2024-11-14,3
ORD02068,CUST0234,PROD011,2025-06-03,6
ORD02069,CUST1079,PROD036,2025-02-12,9
ORD02070,CUST0367,PROD041,2025-08-25,6
ORD02071,CUST1549,PROD118,2024-06-11,1
ORD02072,CUST0145,PROD068,2025-08-12,5
ORD02073,CUST0153,PROD053,2024-03-17,4
ORD02074,CUST1462,PROD046,2024-11-07,5
ORD02075,CUST1374,PROD037,2025-06-12,2
ORD02076,CUST1411,PROD009,2024-09-15,8
ORD02077,CUST1381,PROD077,2024-08-31,9
ORD02078,CUST0902,PROD114,2023-08-21,7
ORD02079,CUST0224,PROD048,2025-10-05,9
ORD02080,CUST1486,PROD005,2024-03-19,9
ORD02081,CUST1016,PROD014,2025-06-13,2
ORD02082,CUST0249,PROD124,2023-05-11,8
ORD02083,CUST0421,PROD058,2023-04-05,10
ORD02084,CUST0221,PROD109,2025-03-15,10
ORD02085,CUST0185,PROD022,2023-07-08,6
ORD02086,CUST1284,PROD031,2025-08-19,6
ORD02087,CUST1468,PROD063,2024-07-17,4
ORD02088,CUST1578,PROD054,2024-12-05,8
ORD02089,CUST0667,PROD063,2025-06-26,9
ORD02090,CUST0701,PROD110,2023-07-08,5
ORD02091,CUST1015,PROD077,2024-05-12,7
ORD02092,CUST0977,PROD015,2025-02-22,7
ORD02093,CUST0455,PROD103,2024-05-11,5
ORD02094,CUST0613,PROD028,2023-09-27,4
ORD02095,CUST0514,PROD004,2025-09-22,6
ORD02096,CUST0556,PROD003,2024-11-05,1
ORD02097,CUST1206,PROD072,2025-10-20,6
ORD02098,CUST0731,PROD002,2023-08-27,5
ORD02099,CUST0368,PROD049,2024-06-03,9
ORD02100,CUST0686,PROD112,2025-08-25,9
ORD02101,CUST0383,PROD061,2023-09-08,5
ORD02102,CUST0322,PROD034,2025-08-08,7
ORD02103,CUST1145,PROD030,2023-07-24,10
ORD02104,CUST1513,PROD103,2025-01-07,7
ORD02105,CUST0756,PROD087,2024-03-22,6
ORD02106,CUST0713,PROD017,2024-03-29,8
ORD02107,CUST0732,PROD026,2023-07-22,10
ORD02108,CUST0512,PROD061,2024-04-03,6
ORD02109,CUST1179,PROD037,2025-02-28,6
ORD02110,CUST0034,PROD061,2025-01-16,7
ORD02111,CUST1500,PROD012,2025-08-22,3
ORD02112,CUST1478,PROD087,2023-05-27,7
ORD02113,CUST0069,PROD121,2025-05-20,8
ORD02114,CUST1468,PROD051,2023-01-26,5
ORD02115,CUST1469,PROD110,2023-01-13,5
ORD02116,CUST0571,PROD077,2025-08-04,8
ORD02117,CUST0704,PROD049,2025-04-29,8
ORD02118,CUST1511,PROD018,2025-08-26,10
ORD02119,CUST0969,PROD084,2025-02-12,2
ORD02120,CUST0242,PROD080,2025-01-01,1
ORD02121,CUST1215,PROD024,2025-10-09,5
ORD02122,CUST0313,PROD071,2025-04-27,10
ORD02123,CUST0831,PROD085,2023-11-14,5
ORD02124,CUST1191,PROD070,2024-05-18,10
ORD02125,CUST0287,PROD100,2024-09-14,5
ORD02126,CUST0130,PROD016,2024-08-09,10
ORD02127,CUST0644,PROD109,2025-09-01,3
ORD02128,CUST0136,PROD091,2025-02-20,6
ORD02129,CUST1037,PROD024,2025-04-15,10
ORD02130,CUST1258,PROD051,2025-07-18,4
ORD02131,CUST0516,PROD018,2025-01-17,5
ORD02132,CUST0458,PROD051,2024-07-11,5
ORD02133,CUST1331,PROD074,2023-03-05,1
ORD02134,CUST1540,PROD012,2025-02-25,1
ORD02135,CUST0456,PROD083,2024-08-25,1
ORD02136,CUST1430,PROD110,2025-10-06,6
ORD02137,CUST1568,PROD025,2025-04-17,3
ORD02138,CUST1577,PROD100,2025-10-27,4
ORD02139,CUST1087,PROD126,2024-03-17,10
ORD02140,CUST1314,PROD107,2025-02-20,1
ORD02141,CUST0083,PROD070,2024-06-26,4
ORD02142,CUST0152,PROD063,2025-04-03,1
ORD02143,CUST1387,PROD013,2024-06-09,10
ORD02144,CUST0558,PROD099,2025-01-06,4
ORD02145,CUST0124,PROD071,2025-06-03,3
ORD02146,CUST1163,PROD056,2024-08-16,4
ORD02147,CUST0872,PROD089,2025-07-14,10
ORD02148,CUST0199,PROD074,2024-04-15,2
ORD02149,CUST1541,PROD061,2024-11-15,3
ORD02150,CUST0485,PROD102,2025-02-01,3
ORD02151,CUST1099,PROD099,2025-10-07,10
ORD02152,CUST0956,PROD063,2023-02-22,5
ORD02153,CUST0192,PROD006,2024-07-21,6
ORD02154,CUST1169,PROD026,2025-02-06,5
ORD02155,CUST0107,PROD083,2025-10-15,2
ORD02156,CUST1026,PROD047,2024-10-20,9
ORD02157,CUST1049,PROD020,2023-08-10,2
ORD02158,CUST1307,PROD019,2025-09-02,8
ORD02159,CUST0309,PROD030,2024-04-11,9
ORD02160,CUST1420,PROD108,2023-04-09,9
ORD02161,CUST1211,PROD025,2025-10-26,1
ORD02162,CUST0514,PROD065,2023-03-04,8
ORD02163,CUST1030,PROD058,2025-09-08,5
ORD02164,CUST1218,PROD059,2025-09-24,3
ORD02165,CUST1011,PROD092,2024-01-03,4
ORD02166,CUST1484,PROD028,2025-05-18,5
ORD02167,CUST1538,PROD100,2025-02-05,10
ORD02168,CUST1430,PROD090,2024-09-26,5
ORD02169,CUST1219,PROD032,2024-12-29,9
ORD02170,CUST0908,PROD036,2024-10-02,3
ORD02171,CUST1237,PROD021,2025-07-18,5
ORD02172,CUST1374,PROD095,2025-06-07,3
ORD02173,CUST1412,PROD056,2025-07-20,7
ORD02174,CUST1449,PROD102,2023-03-16,3
ORD02175,CUST0998,PROD096,2025-06-04,5
ORD02176,CUST1040,PROD039,2024-01-19,7
ORD02177,CUST1128,PROD076,2025-02-26,1
ORD02178,CUST1159,PROD113,2023-06-25,9
ORD02179,CUST0434,PROD117,2025-07-18,9
ORD02180,CUST0268,PROD056,2023-12-15,10
ORD02181,CUST1382,PROD094,2025-05-07,1
ORD02182,CUST1435,PROD005,2025-04-02,5
ORD02183,CUST0993,PROD064,2025-02-14,1
ORD02184,CUST1500,PROD110,2024-12-21,1
ORD02185,CUST1091,PROD043,2024-03-22,1
ORD02186,CUST0111,PROD060,2024-11-27,6
ORD02187,CUST0367,PROD015,2025-09-09,1
ORD02188,CUST0884,PROD075,2024-07-17,2
ORD02189,CUST1266,PROD065,2025-06-12,2
ORD02190,CUST1525,PROD041,2025-07-04,9
ORD02191,CUST0248,PROD119,2023-01-21,8
ORD02192,CUST1257,PROD093,2025-08-25,6
ORD02193,CUST0181,PROD032,2023-03-16,9
ORD02194,CUST0056,PROD113,2024-06-04,4
ORD02195,CUST0032,PROD113,2025-10-26,4
ORD02196,CUST1426,PROD102,2024-05-18,4
ORD02197,CUST0041,PROD113,2025-02-08,5
ORD02198,CUST0389,PROD013,2024-04-21,2
ORD02199,CUST0160,PROD046,2025-09-12,4
ORD02200,CUST1262,PROD037,2025-08-22,1
ORD02201,CUST0919,PROD036,2025-05-10,8
ORD02202,CUST1342,PROD025,2024-01-14,9
ORD02203,CUST0567,PROD019,2024-05-04,10
ORD02204,CUST1578,PROD045,2025-04-20,7
ORD02205,CUST1044,PROD061,2025-04-24,5
ORD02206,CUST1536,PROD093,2023-10-29,9
ORD02207,CUST0107,PROD100,2024-01-11,8
ORD02208,CUST1386,PROD060,2025-04-12,8
ORD02209,CUST0607,PROD061,2024-04-27,3
ORD02210,CUST1524,PROD079,2024-02-24,3
ORD02211,CUST0527,PROD061,2025-04-30,9
ORD02212,CUST0648,PROD096,2024-01-13,10
ORD02213,CUST1294,PROD048,2023-11-08,9
ORD02214,CUST0822,PROD063,2024-10-02,8
ORD02215,CUST0733,PROD026,2025-01-19,9
ORD02216,CUST0063,PROD092,2025-06-08,8
ORD02217,CUST0829,PROD015,2025-01-24,7
ORD02218,CUST1046,PROD112,2024-04-14,7
ORD02219,CUST0169,PROD099,2024-02-11,1
ORD02220,CUST1347,PROD098,2024-12-18,10
ORD02221,CUST0410,PROD054,2025-02-03,7
ORD02222,CUST0796,PROD071,2023-03-06,9
ORD02223,CUST0947,PROD012,2025-09-15,2
ORD02224,CUST1243,PROD038,2025-07-20,4
ORD02225,CUST1246,PROD068,2025-05-27,6
ORD02226,CUST0348,PROD026,2023-12-19,10
ORD02227,CUST0098,PROD070,2024-06-16,2
ORD02228,CUST0898,PROD013,2024-09-24,9
ORD02229,CUST0258,PROD124,2024-06-16,9
ORD02230,CUST1592,PROD094,2025-01-27,4
ORD02231,CUST0844,PROD028,2024-10-29,7
ORD02232,CUST0869,PROD016,2024-10-30,10
ORD02233,CUST0455,PROD077,2025-03-26,3
ORD02234,CUST1245,PROD098,2025-09-28,2
ORD02235,CUST1452,PROD091,2025-07-06,7
ORD02236,CUST0695,PROD110,2025-03-07,9
ORD02237,CUST0349,PROD046,2024-09-09,1
ORD02238,CUST0268,PROD032,2025-07-17,10
ORD02239,CUST0336,PROD091,2025-06-02,3
ORD02240,CUST0285,PROD011,2025-07-26,5
ORD02241,CUST0582,PROD064,2025-09-21,3
ORD02242,CUST1456,PROD075,2024-02-12,9
ORD02243,CUST0271,PROD041,2024-10-30,1
ORD02244,CUST1259,PROD013,2025-09-20,8
ORD02245,CUST1022,PROD053,2024-03-27,7
ORD02246,CUST0445,PROD010,2025-04-27,10
ORD02247,CUST0603,PROD051,2023-01-23,5
ORD02248,CUST0542,PROD110,2025-04-16,7
ORD02249,CUST0806,PROD015,2023-09-16,10
ORD02250,CUST1095,PROD113,2025-02-07,7
ORD02251,CUST0483,PROD096,2025-08-10,10
ORD02252,CUST1435,PROD095,2025-03-27,2
ORD02253,CUST0398,PROD071,2024-09-14,7
ORD02254,CUST0343,PROD068,2024-03-24,2
ORD02255,CUST1278,PROD100,2025-02-20,7
ORD02256,CUST0720,PROD017,2025-10-05,9
ORD02257,CUST1221,PROD112,2025-07-17,7
ORD02258,CUST0751,PROD101,2025-04-28,8
ORD02259,CUST1346,PROD032,2023-09-29,9
ORD02260,CUST0320,PROD125,2023-12-30,9
ORD02261,CUST0050,PROD029,2025-03-16,9
ORD02262,CUST0112,PROD084,2024-04-01,10
ORD02263,CUST1406,PROD002,2024-12-30,3
ORD02264,CUST0877,PROD008,2025-10-19,2
ORD02265,CUST0330,PROD032,2025-01-01,1
ORD02266,CUST0910,PROD088,2023-08-27,6
ORD02267,CUST0097,PROD007,2025-02-23,2
ORD02268,CUST1132,PROD083,2025-02-02,1
ORD02269,CUST0048,PROD041,2025-08-28,6
ORD02270,CUST0323,PROD074,2024-03-04,6
ORD02271,CUST0721,PROD008,2024-01-08,6
ORD02272,CUST0775,PROD034,2023-10-06,1
ORD02273,CUST0739,PROD045,2023-05-28,10
ORD02274,CUST1006,PROD097,2025-07-08,3
ORD02275,CUST0660,PROD072,2024-07-10,8
ORD02276,CUST0729,PROD065,2023-06-01,8
ORD02277,CUST0662,PROD084,2023-11-04,10
ORD02278,CUST1098,PROD104,2024-08-02,9
ORD02279,CUST1304,PROD068,2025-01-26,5
ORD02280,CUST0056,PROD014,2025-03-04,3
ORD02281,CUST1488,PROD016,2025-07-28,8
ORD02282,CUST0249,PROD055,2024-07-10,6
ORD02283,CUST1283,PROD057,2025-07-03,6
ORD02284,CUST0472,PROD049,2024-04-09,9
ORD02285,CUST0028,PROD078,2023-08-11,2
ORD02286,CUST1025,PROD057,2023-04-14,4
ORD02287,CUST1236,PROD021,2025-10-25,6
ORD02288,CUST0364,PROD097,2023-02-12,2
ORD02289,CUST0693,PROD012,2025-01-13,10
ORD02290,CUST0730,PROD045,2025-05-09,4
ORD02291,CUST0551,PROD087,2025-03-31,8
ORD02292,CUST1159,PROD066,2024-04-26,3
ORD02293,CUST1020,PROD103,2025-05-14,4
ORD02294,CUST1330,PROD075,2024-05-21,2
